ID,Street,Non-Homestead,Account,Code,"2016 City","2016 Full","2017 City","2017 Full","2018 City","2018 Full","2019 City","2019 Full","2020 City","2020 Full","2021 City","2021 Full","2022 City","2022 Full","Sale Date","Sale Price","Sale AV",2016OwnerAtAddress,2017OwnerAtAddress,2018OwnerAtAddress,2019OwnerAtAddress,2020OwnerAtAddress,2021OwnerAtAddress,2022OwnerAtAddress,Latitude,Longitude,TigerLine,DistanceFromCityHall,20162022Diff,SaleAssessDiff,SaleAssessDiffPercent,SqFt,Bathrooms,Bedrooms,YearBuilt,LandSize,Zoning,Ward,CensusBlock,AVPerSqFt,AVChangePercent,SalePricePerSqFt,NbhdCode,2021Vacant,2021Violations,OpportunityZone
30-3-20,"18 Lander St",1,172700,480,0,21000,0,21000,21000,21000,65600,65600,118600,118600,118600,118600,118600,118600,,,,1,1,1,1,1,1,1,41.50084,-74.01255,124413684,232,97600,,,1300.0,null,null,1957,1957,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",91.23,4.65,,25,1,1,1
30-3-21,"14 Lander St",0,172650,311,2000,2000,2000,2000,2000,2000,12800,12800,12800,12800,12800,12800,14100,14100,,,,1,1,1,1,1,1,1,41.5007,-74.01256,124413684,227,12100,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,6.05,,8,0,0,1
30-3-22,"8 Lander St",0,172600,311,5000,5000,5000,5000,5000,5000,20700,20700,20700,20700,20700,20700,22800,22800,,,,1,1,1,1,1,1,1,41.500496,-74.01257,124413684,221,17800,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,3.56,,8,0,0,1
30-3-23,"6 Lander St",0,172550,311,2000,2000,2000,2000,2000,2000,11100,11100,11100,11100,11100,11100,12200,12200,,,,1,1,1,1,1,1,1,41.500427,-74.01257,124413684,219,10200,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,5.1,,8,0,0,1
30-3-24,"132 Broadway",1,034450,330,2000,2000,2000,2000,2000,2000,2300,2300,2300,2300,2300,2300,2500,2500,,,,1,1,1,1,1,1,1,41.500103,-74.012375,124413699,197,500,,,null,null,null,null,null,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",,0.25,,33,0,0,1
30-3-25,"136 Broadway",1,034500,330,1000,1000,1000,1000,1000,1000,1100,1100,1100,1100,1100,1100,1200,1200,,,,1,1,1,1,1,1,1,41.500114,-74.01251,124413699,209,200,,,null,null,null,null,null,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",,0.2,,33,0,0,1
30-3-26,"138 Broadway",1,034550,330,2000,2000,2000,2000,2000,2000,1800,1800,1800,1800,1800,1800,2000,2000,,,,1,1,1,1,1,1,1,41.500122,-74.012665,124494344,222,0,,,null,null,null,null,null,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",,0,,33,0,0,1
30-3-27,"140 Broadway",1,034600,330,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1500,1500,,,,1,1,1,1,1,1,1,41.500137,-74.01286,124494344,238,0,,,null,null,null,null,null,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",,0,,33,0,0,1
30-3-28,"142 Broadway",1,034650,330,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1500,1500,,,,1,1,1,1,1,1,1,41.50015,-74.01307,124494344,256,0,,,null,null,null,null,null,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",,0,,33,0,0,1
30-3-29,"142A Broadway",1,034700,330,500,500,500,500,500,500,600,600,600,600,600,600,700,700,,,,1,1,1,1,1,1,1,41.500156,-74.0132,124494344,266,200,,,null,null,null,null,null,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",,0.4,,33,0,0,1
30-3-3,"56 Lander St",1,173450,481,40100,40100,40100,40100,40100,40100,40100,40100,244800,244800,244800,244800,244800,244800,,,,1,1,1,1,1,1,3,41.502148,-74.01247,124413684,315,204700,,,4475.0,null,null,1860,1860,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",54.7,5.1,,25,0,0,1
30-3-30,"144 Broadway",1,034750,330,1000,1000,1100,1100,1100,1100,1400,1400,1400,1400,1400,1400,1500,1500,,,,1,1,1,1,1,1,1,41.50016,-74.01327,124494344,272,500,,,null,null,null,null,null,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",,0.5,,33,0,0,1
30-3-31,"146 Broadway",1,034800,330,1500,1500,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1800,1800,,,,1,1,1,1,1,1,1,41.500175,-74.013466,124494344,289,300,,,null,null,null,null,null,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",,0.2,,33,0,0,1
30-3-32,"148 Broadway",1,034850,330,2000,2000,2000,2000,2000,2000,1100,1100,1100,1100,1100,1100,1200,1200,,,,1,1,1,1,1,1,1,41.500183,-74.01362,124413691,301,-800,,,null,null,null,null,null,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",,-0.4,,33,0,0,1
30-3-33,"6 Johnston St",0,161430,311,1000,1000,1000,1000,1000,1000,1600,1600,1600,1600,1600,1600,1800,1800,,,,1,1,1,1,1,1,1,41.500477,-74.013504,124413683,296,800,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,0.8,,8,0,0,1
30-3-34,"10 Johnston St",0,161450,311,1500,1500,1500,1500,1500,1500,2400,2400,2400,2400,2400,2400,2600,2600,,,,1,1,1,1,1,1,1,41.500607,-74.01349,124413683,298,1100,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,0.73,,8,1,0,1
30-3-35,"12 Johnston St",0,161500,311,1500,1500,1500,1500,1500,1500,2400,2400,2400,2400,2400,2400,2600,2600,,,,1,1,1,1,1,1,1,41.50067,-74.01348,124413683,299,1100,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,0.73,,8,0,0,1
30-3-36,"14 Johnston St",1,161550,352,15900,15900,15900,15900,15900,15900,19900,19900,32700,32700,32700,32700,34200,34200,2011-07-11,35000,35000,1,1,1,1,1,1,1,41.500736,-74.01347,124413683,300,18300,0,0,2057.0,null,null,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",16.63,1.15,17.02,25,0,0,1
30-3-37,"16 Johnston St",1,161525,330,4000,4000,1800,1800,1800,1800,2300,2300,2300,2300,2300,2300,2500,2500,,,,1,1,1,1,1,1,1,41.500797,-74.013466,124413683,301,-1500,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,-0.38,,25,0,0,1
30-3-38,"18 Johnston St",1,672150,438,0,154800,0,159300,0,159300,0,159300,0,146400,0,146400,0,146400,,,,1,1,1,1,1,1,1,41.500862,-74.01346,124413683,303,-8400,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,-0.05,,25,0,0,1
30-3-39,"48 Johnston St",0,161650,220,57200,62200,60500,60500,64100,64100,70500,70500,89000,89000,105000,105000,126000,126000,,,,0,0,0,0,1,1,1,41.501823,-74.01337,124413683,346,63800,,,1744.0,3.0,6.0,1898,1898,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",72.25,1.03,,8,0,0,1
30-3-4,"54 Lander St",0,173400,220,44200,48000,60900,60900,73400,73400,80700,80700,119000,119000,140400,140400,168500,168500,,,,1,1,1,1,1,1,1,41.50208,-74.012474,124413684,310,120500,,,1840.0,2.5,5.0,1850,1850,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",91.58,2.51,,8,0,0,1
30-3-40,"50 Johnston St",0,161700,220,57200,62200,60500,60500,63900,63900,70300,70300,89000,89000,105000,105000,126000,126000,,,,0,0,0,0,1,1,1,41.50189,-74.01336,124413683,350,63800,,,1744.0,3.0,6.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",72.25,1.03,,8,0,0,1
30-3-41,"52 Johnston St",0,161750,220,61400,66700,65900,65900,78600,78600,86500,86500,89000,89000,105000,105000,126000,126000,,,,0,0,0,0,1,1,1,41.501953,-74.01335,124413683,353,59300,,,1930.0,2.0,5.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",65.28,0.89,,8,0,0,1
30-3-42,"54 Johnston St",1,161800,411,94900,94900,102800,102800,126500,126500,126500,126500,219700,219700,315700,315700,315700,315700,,,,1,1,1,1,1,1,1,41.502018,-74.01335,124413683,358,220800,,,2272.0,null,null,1855,1855,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",138.95,2.33,,25,0,0,1
30-3-43,"56 Johnston St",0,161850,220,61500,66900,65900,65900,75300,75300,82800,82800,156200,156200,184300,184300,221200,221200,,,,2,2,1,1,1,1,1,41.502083,-74.01334,124413683,362,154300,,,1930.0,2.0,4.0,1886,1886,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",114.61,2.31,,8,0,0,1
30-3-44,"58 Johnston St",0,161900,220,54600,59400,58600,58600,66500,66500,73200,73200,155100,155100,183000,183000,219600,219600,,,,2,2,1,1,1,1,1,41.502144,-74.013336,124413683,366,160200,,,1930.0,2.5,6.0,1886,1886,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",113.78,2.7,,8,0,0,1
30-3-5,"52 Lander St",0,173350,210,32300,34000,32300,32300,32300,32300,32300,32300,50700,50700,53200,53200,63800,63800,,,,1,1,1,1,1,1,1,41.50201,-74.012474,124413684,304,29800,,,2436.0,3.0,7.0,1889,1889,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",26.19,0.88,,8,1,1,1
30-3-6,"50 Lander St",0,173300,220,0,29300,22900,22900,22900,118700,22900,118700,41128,213100,48539,251500,58247,301800,,,,1,1,2,2,1,1,2,41.50194,-74.01248,124413684,299,272500,,,1854.0,2.0,3.0,1896,1896,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",162.78,9.3,,8,0,0,1
30-3-7,"48 Lander St",0,173250,220,0,52300,49700,49700,49700,100000,49700,100000,90950,181900,107300,214600,128750,257500,,,,1,1,2,2,1,1,2,41.501873,-74.01248,124413684,293,205200,,,1304.0,2.0,3.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",197.47,3.92,,8,0,0,1
30-3-8,"46 Lander St",0,173200,220,0,24500,24500,24500,24500,99100,24500,99100,45875,183500,54125,216500,51960,259800,,,,1,1,2,2,1,1,2,41.501804,-74.01248,124413684,288,235300,,,1304.0,2.0,3.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",199.23,9.6,,8,0,0,1
30-3-9,"44 Lander St",0,672231,230,0,1000,0,1000,0,1000,0,9900,0,9900,0,9900,0,344800,,,,1,1,1,1,1,1,1,41.501736,-74.01249,124413684,283,343800,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,343.8,,8,0,0,1
30-4-1,"47 Lander St",1,169450,482,0,144800,0,136300,0,85200,85200,85200,125400,125400,287900,287900,287900,287900,,,,1,1,1,1,1,1,1,41.50207,-74.01246,124413684,308,143100,,,3515.0,null,null,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",81.91,0.99,,25,1,1,1
30-4-10,"49 Chambers St",0,061100,311,1000,1000,1000,1000,1000,1000,1600,1600,1600,1600,1600,1600,1800,1800,,,,1,1,1,1,1,1,1,41.501755,-74.01157,124413709,235,800,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,0.8,,8,0,0,1
30-4-11,"47 Chambers St",0,061050,210,126200,126200,126200,126200,126200,126200,126200,126200,168400,168400,176800,176800,212200,212200,,,,1,1,1,1,1,1,1,41.50169,-74.01158,124413709,230,86000,,,1480.0,2.0,4.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",143.38,0.68,,8,0,0,1
30-4-12,"45 Chambers St",0,061000,210,126200,126200,126200,126200,126200,126200,126200,126200,169400,169400,177900,177900,213500,213500,,,,1,1,1,1,1,1,1,41.50163,-74.01158,124413709,224,87300,,,1480.0,2.0,4.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",144.26,0.69,,8,0,0,1
30-4-13,"43 Chambers St",0,060950,230,70100,76200,70100,70100,81300,81300,89400,89400,192000,192000,226600,226600,271900,271900,,,,1,1,1,1,1,1,1,41.501564,-74.01159,124413709,219,195700,,,2148.0,3.0,7.0,1910,1910,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",126.58,2.57,,8,0,0,1
30-4-16,"35 Chambers St",0,060800,311,1800,1800,1800,1800,1800,1800,11100,11100,11100,11100,11100,11100,12200,12200,,,,1,1,1,1,1,1,1,41.50131,-74.011604,124413709,198,10400,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,5.78,,8,0,0,1
30-4-17,"33 Chambers St",0,060750,210,58735,72700,53890,63400,53890,63400,182900,182900,206700,206700,217000,217000,260400,260400,,,,1,1,1,1,1,1,1,41.501244,-74.011604,124413709,192,187700,,,1320.0,1.0,3.0,1910,1910,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",197.27,2.58,,8,0,0,1
30-4-18,"31 Chambers St",0,060700,311,1800,1800,1800,1800,1800,1800,11100,11100,11100,11100,11100,11100,12200,12200,,,,1,1,1,1,1,1,1,41.501183,-74.01161,124413709,188,10400,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,5.78,,8,0,0,1
30-4-19,"29 Chambers St",1,060650,482,0,20200,20200,20200,20200,20200,20200,20200,20200,203000,20200,203000,20200,203000,,,,1,1,1,1,1,1,1,41.501118,-74.01161,124413709,183,182800,,,2277.0,null,null,1930,1930,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",89.15,9.05,,25,1,0,1
30-4-2,"149 First St",0,102750,311,800,800,800,800,800,800,1200,1200,1200,1200,1200,1200,1300,1300,,,,1,1,1,1,1,1,1,41.502197,-74.010826,124413708,254,500,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,0.63,,8,0,0,1
30-4-20.1,"15 Chambers St",1,668501,464,0,89800,0,95000,0,95000,0,95000,0,115400,0,115400,0,115400,,,,1,1,1,1,1,1,1,,,,0,25600,,,968.0,null,null,1992,1992,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",119.21,0.29,,25,0,0,1
30-4-20.2,"25 Chambers St",1,668550,653,0,218300,0,241400,0,241400,0,241400,0,201000,0,201000,0,201000,,,,1,1,1,1,1,1,1,,,,0,-17300,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,-0.08,,25,0,0,1
30-4-21,"13 Chambers St",2,060600,481,42200,343600,42200,343600,42200,343600,42200,343600,13942,390000,89154,390000,184782,390000,2016-02-29,330000,42200,1,1,1,1,1,1,1,41.500607,-74.01164,124413709,152,46400,287800,6.82,5286.0,null,null,1880,1880,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",73.78,0.14,62.43,25,0,0,1
30-4-22,"9 Chambers St",1,060550,449,127200,127200,138800,138800,138800,138800,138800,138800,194300,194300,194300,194300,194300,194300,,,,1,1,1,1,1,1,1,41.50048,-74.01165,124413709,147,67100,,,17848.0,null,null,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",10.89,0.53,,25,0,0,1
30-4-23,"114 Broadway",1,034150,481,139200,139200,150100,150100,150100,150100,150100,150100,224400,224400,224400,224400,224400,224400,,,,1,1,1,1,1,1,1,41.500057,-74.01174,124413699,144,85200,,,4476.0,null,null,1895,1895,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",50.13,0.61,,33,0,0,1
30-4-24,"116 Broadway",1,034200,482,100700,100700,128300,128300,128300,128300,128300,128300,210200,210200,210200,210200,210200,210200,,,,1,1,1,1,1,1,1,41.500065,-74.01181,124413699,150,109500,,,6750.0,null,null,1900,1900,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",31.14,1.09,,33,0,0,1
30-4-25,"118 Broadway",1,034250,481,79200,79200,84200,84200,84200,84200,84200,84200,174700,174700,174700,174700,174700,174700,,,,1,1,1,1,1,1,1,41.50007,-74.01188,124413699,156,95500,,,3032.0,null,null,1900,1900,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",57.62,1.21,,33,0,0,1
30-4-26,"120 Broadway",1,034300,481,193400,193400,208300,208300,208300,208300,208300,208300,219000,219000,219000,219000,219000,219000,,,,1,1,1,1,1,1,1,41.500072,-74.01195,124413699,162,25600,,,7043.0,null,null,1890,1890,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",31.09,0.13,,33,0,0,1
30-4-27,"126 Broadway",1,034350,481,87000,87000,87000,87000,87000,87000,87000,87000,88200,88200,88200,88200,88200,88200,,,,1,1,1,1,1,1,1,41.500088,-74.01216,124413699,179,1200,,,2100.0,null,null,1900,1900,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",42,0.01,,33,1,1,1
30-4-28,"128 Broadway",1,034400,464,920100,920100,920100,920100,920100,920100,920100,920100,995900,995900,995900,995900,995900,995900,,,,1,1,1,1,1,1,1,41.50009,-74.01223,124413699,185,75800,,,14560.0,null,null,1960,1960,"Broadway Corridor","Ward 1","County 071 Tract 000400 Block Group 5",68.4,0.08,,33,0,0,1
30-4-29,"25 Lander St",0,168850,230,39700,43200,44300,44300,88600,88600,97500,97500,162400,162400,191600,191600,229900,229900,,,,1,1,1,1,1,1,1,41.501217,-74.012505,124413684,249,186700,,,2520.0,3.0,6.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",91.23,4.32,,8,0,0,1
30-4-3,"147 First St",0,102700,311,1000,1000,1000,1000,1000,1000,1600,1600,1600,1600,1600,1600,1800,1800,,,,1,1,1,1,1,1,1,41.502193,-74.0108,124413708,253,800,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,0.8,,8,0,0,1
30-4-30,"27 Lander St",1,168900,411,98800,98800,112000,112000,120400,120400,120400,120400,199000,199000,306900,306900,306900,306900,,,,1,1,1,1,1,1,1,41.501297,-74.012505,124413684,254,208100,,,3360.0,null,null,1886,1886,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",91.34,2.11,,25,0,0,1
30-4-31,"29 Lander St",0,168950,230,0,25200,24600,24600,24600,24600,24600,188000,38134,291100,44998,343500,53998,412200,,,,1,1,1,2,1,1,2,41.501373,-74.0125,124413684,258,387000,,,2520.0,1.0,8.0,1910,1910,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",163.57,15.36,,8,0,0,1
30-4-32,"31 Lander St",0,169000,230,61500,66900,51900,51900,60200,60200,66200,66200,185400,185400,218800,218800,262600,262600,2019-12-03,290000,66200,1,1,1,1,1,1,1,41.50145,-74.01249,124413684,263,195700,223800,3.38,2520.0,3.0,6.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",104.21,2.93,115.08,8,0,0,1
30-4-33,"33 Lander St",0,672340,230,0,15100,0,15100,0,15100,0,15100,0,11100,0,11100,0,240000,,,,1,1,1,1,1,1,1,41.501526,-74.01249,124413684,268,224900,,,2142.0,1.0,0.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",112.04,14.89,,8,1,1,1
30-4-36,"41 Lander St",0,169200,311,1800,1800,1800,1800,1800,1800,11100,11100,0,11100,0,11100,1100,12200,,,,3,3,3,3,1,1,1,41.50184,-74.01247,124413684,290,10400,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,5.78,,8,0,0,1
30-4-37,"43 Lander St",0,169250,311,800,800,800,800,800,800,2100,2100,0,9400,0,9400,900,10300,,,,1,1,1,1,1,1,1,41.501915,-74.01247,124413684,296,9500,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,11.88,,8,0,0,1
30-4-38,"45 Lander St",0,169300,220,0,30700,0,23800,0,23800,0,26200,0,193800,228700,228700,274400,274400,,,,1,1,1,1,1,1,1,41.50199,-74.01246,124413684,302,243700,,,1710.0,3.0,3.0,1910,1910,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",160.47,7.94,,8,0,0,1
30-4-39,"45 A Lander St",0,169350,220,0,30800,0,23400,0,23400,0,25700,193500,193500,228300,228300,38400,274000,,,,1,1,1,1,1,1,1,41.502068,-74.01246,124413684,308,243200,,,1896.0,3.0,3.0,1908,1908,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",144.51,7.9,,8,1,0,1
30-4-4,"145 First St",0,102650,311,1300,1300,1000,1000,1000,1000,2000,2000,2000,2000,2000,2000,2200,2200,,,,1,1,1,1,1,1,1,41.502193,-74.01078,124413708,253,900,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,0.69,,8,1,0,1
30-4-40,"45 1/2 Lander St",0,169400,210,27400,27400,27400,27400,27400,27400,27400,27400,88000,88000,92400,92400,110900,110900,,,,1,1,1,1,1,1,1,41.502068,-74.01246,124413684,308,83500,,,1176.0,1.0,2.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",94.3,3.05,,8,0,0,1
30-4-41,"37 Chambers St",1,668580,620,0,241400,0,241400,0,241400,0,241400,0,249000,0,249000,0,249000,,,,1,1,1,1,1,1,1,41.501373,-74.0116,124413709,203,7600,,,3000.0,null,null,1880,1880,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",83,0.03,,25,0,0,1
30-4-5,"143 First St",0,102600,311,1300,1300,1000,1000,1000,1000,2000,2000,2000,2000,2000,2000,2200,2200,,,,1,1,1,1,1,1,1,41.50219,-74.01075,124413708,252,900,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,0.69,,8,0,0,1
30-4-6,"57 Chambers St",0,061300,311,1000,1000,1000,1000,1000,1000,1600,1600,1600,1600,1600,1600,1800,1800,,,,1,1,1,1,1,1,1,41.50201,-74.01156,124413709,259,800,,,null,null,null,null,null,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",,0.8,,8,0,0,1
30-4-7,"55 Chambers St",0,061250,210,133200,133200,125700,125700,125700,125700,125700,125700,146600,146600,153900,153900,184700,184700,,,,1,1,1,1,1,1,1,41.501945,-74.011566,124413709,253,51500,,,2376.0,2.0,5.0,1910,1910,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",77.74,0.39,,8,0,0,1
30-4-8,"53 Chambers St",0,061200,230,69400,75400,77200,77200,89300,89300,98200,98200,183600,183600,216600,216600,259900,259900,,,,1,1,1,1,1,1,1,41.501884,-74.011566,124413709,247,184500,,,1960.0,4.0,4.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",132.6,2.45,,8,0,0,1
30-4-9,"51 Chambers St",0,061150,220,50900,55300,50900,50900,71200,71200,78300,78300,126700,126700,149500,149500,179400,179400,,,,1,1,1,1,1,1,1,41.50182,-74.01157,124413709,241,124100,,,1292.0,2.0,4.0,1900,1900,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",138.85,2.24,,8,0,0,1
30-5-1,"56 Chambers St",1,064850,482,122000,122000,117900,117900,117900,117900,117900,117900,155600,155600,155600,155600,205400,205400,,,,1,1,1,1,1,1,1,41.501263,-74.01159,124413709,193,83400,,,3967.0,null,null,1850,1850,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",51.78,0.68,,25,1,1,1
30-5-10.1,"175 Liberty St",0,182450,220,77700,84500,82100,82100,82700,82700,242800,242800,333000,333000,366300,366300,439600,439600,2019-08-01,355000,242800,1,1,1,1,1,1,1,,,,0,355100,112200,0.46,2430.0,3.0,4.0,1880,1880,"Downtown Neighborhood","Ward 1","County 071 Tract 000400 Block Group 5",180.91,4.2,146.09,8,0,0,1
